0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
41,3,27,5,14,7,13,2,4,0,88,2,13,7,2
39,0,44,13,2,4,3,0,2,2,88,59,54,26,1
30,1,34,3,13,3,14,2,5,0,81,4,14,35,2
25,4,72,13,4,6,11,5,0,1,88,27,16,40,2
50,6,36,1,15,2,5,5,1,0,79,95,8,21,0
68,9,6,1,3,7,8,5,0,0,69,22,68,39,0
49,7,98,11,7,3,13,3,5,2,29,19,85,0,2
48,6,82,7,16,7,1,2,0,2,46,2,90,4,1
61,4,43,14,15,3,14,1,5,1,92,55,23,24,1
42,2,26,15,16,1,4,0,4,2,30,74,18,10,0
22,1,100,3,14,2,7,4,1,0,65,60,38,5,2
61,5,69,4,8,5,13,0,5,0,68,27,31,26,1
4,0,44,7,8,1,1,2,5,0,88,87,39,18,0
28,7,58,12,1,1,6,3,4,0,61,36,82,8,0
5,2,80,7,1,6,8,5,0,2,19,91,36,27,0
8,7,20,6,10,5,4,6,4,2,10,79,80,29,2
34,2,23,7,16,3,0,6,2,1,65,0,14,10,1
14,5,59,2,14,1,10,6,0,2,5,28,72,18,0
0,4,58,4,0,6,1,3,2,1,3,85,58,22,1
31,0,28,1,6,7,6,0,4,2,68,95,89,19,1
16,5,39,10,9,4,5,4,0,1,88,67,54,8,0
31,8,33,4,10,2,15,6,4,2,28,84,6,6,0
23,3,79,2,4,4,8,4,1,2,53,95,37,20,1
30,1,43,13,4,3,6,5,3,2,11,29,0,34,0
63,9,81,9,11,7,9,2,2,0,64,58,58,42,1
1,2,49,2,11,6,13,2,3,0,5,78,64,31,1
48,3,95,12,15,5,3,6,2,2,72,34,76,11,2
62,3,74,12,16,4,9,6,1,2,28,0,38,41,2
51,1,18,5,15,5,12,4,1,1,68,75,46,0,0
49,7,89,4,8,1,8,4,4,0,86,38,47,16,0
41,6,53,0,13,6,0,3,4,2,35,92,23,36,1
30,4,46,6,5,6,14,2,0,1,50,71,84,1,0
38,1,18,9,10,0,13,5,5,0,80,44,32,20,2
62,3,12,11,0,6,9,5,4,2,88,7,70,35,0
37,3,32,13,3,6,7,3,5,2,69,54,67,8,1
42,2,85,5,0,3,4,4,2,1,38,4,48,39,1
19,1,93,13,15,0,5,6,1,2,62,84,92,0,2
69,0,32,14,15,1,14,3,1,2,65,31,83,28,0
59,6,21,8,14,1,14,5,1,1,8,40,15,18,0
25,0,34,8,0,2,15,2,5,1,87,21,98,14,1
63,4,4,15,2,7,5,5,0,1,19,3,24,15,0
6,1,95,6,0,3,15,1,5,2,76,27,59,4,1
64,3,54,5,6,4,15,1,0,2,25,79,57,42,2
5,2,16,9,3,6,12,4,0,2,97,4,56,12,0
65,3,62,9,12,2,9,3,1,0,100,13,93,6,1
54,1,63,16,5,3,15,4,3,2,41,27,97,4,0
70,0,32,8,7,7,15,6,1,2,62,53,65,42,1
70,9,36,9,0,4,4,1,4,2,43,66,8,7,2
34,7,9,4,8,4,9,0,1,1,63,20,55,19,0
38,6,76,12,8,0,6,3,5,1,47,48,28,33,1
74,7,40,13,5,5,13,2,0,0,25,43,90,36,0
61,0,15,12,5,0,10,6,5,0,54,58,93,27,2
45,4,12,12,11,6,3,0,4,0,90,83,51,35,0
62,8,59,13,2,5,6,3,5,1,43,50,62,25,1
51,2,60,12,6,1,5,5,0,2,78,54,35,14,0
51,1,4,10,9,1,13,6,0,0,82,73,51,4,2
69,4,50,0,5,1,9,4,1,2,8,98,7,38,2
64,1,85,9,8,6,12,4,0,0,98,74,96,36,2
40,3,64,5,3,3,5,0,0,1,1,75,73,3,0
49,0,47,12,16,3,12,5,1,2,75,66,51,10,1
48,4,62,4,15,0,7,1,1,2,51,73,11,31,1
64,1,48,4,15,5,15,6,3,1,57,62,47,41,2
39,7,19,12,10,3,10,4,0,0,100,65,63,7,0
57,8,62,13,13,0,15,4,5,1,83,92,97,7,1
32,6,47,16,4,0,12,0,0,0,10,32,9,3,2
70,2,80,0,11,1,11,2,5,0,6,83,17,23,2
34,6,40,14,13,2,2,6,2,2,24,47,6,14,0
9,6,76,8,16,0,0,4,1,2,90,45,27,4,2
47,0,34,14,10,3,15,1,3,2,23,56,63,7,0
72,9,63,6,3,7,5,3,3,0,89,73,51,40,1
32,5,29,5,15,2,13,5,0,2,96,77,24,39,0
9,3,79,8,10,0,5,4,3,2,45,50,56,0,0
7,0,87,3,12,7,2,5,1,0,81,71,43,30,1
50,7,85,8,15,1,10,4,0,1,45,17,32,12,1
20,5,40,11,3,7,3,0,5,2,78,24,86,11,0
3,6,77,1,13,2,7,2,3,1,29,9,27,33,2
62,3,58,8,2,3,6,3,0,2,61,57,7,29,2
25,7,48,8,4,0,15,4,1,1,59,12,39,29,2
53,8,63,13,9,1,8,3,4,0,48,64,56,13,0
1,1,35,5,6,4,12,3,5,1,62,71,60,18,1
64,2,92,0,1,0,10,0,2,2,95,22,91,38,0
3,8,28,12,1,4,6,1,2,0,26,76,20,27,0
20,1,42,12,0,5,14,1,0,1,8,47,61,12,0
32,9,93,9,3,4,13,4,3,2,98,71,11,1,1
36,1,52,7,11,1,8,3,0,2,94,71,75,7,1
58,8,23,14,8,2,12,1,2,1,73,85,48,14,1
13,8,99,8,10,3,9,2,4,0,64,41,52,18,1
61,7,21,7,14,4,7,5,4,0,40,13,0,19,0
72,1,24,9,7,6,4,4,4,1,66,2,21,19,2
33,3,7,10,3,6,12,3,5,1,8,26,30,0,2
31,3,67,11,6,6,7,0,4,1,53,59,53,11,0
55,0,29,2,12,5,3,2,5,1,37,44,52,6,0
5,2,35,9,7,5,14,1,4,1,66,42,22,29,0
48,2,27,6,11,3,5,4,1,2,52,1,79,18,0
44,3,33,3,13,3,3,0,2,2,77,54,86,33,1
16,1,59,6,2,5,11,1,5,2,45,32,75,1,1
38,4,87,11,15,7,3,5,3,2,10,78,37,10,0
52,8,42,8,16,7,2,0,0,2,96,78,12,21,2
33,9,43,6,14,5,4,0,4,2,74,1,51,10,2
27,7,55,4,2,1,2,3,3,0,37,17,85,18,1
23,6,60,2,1,1,11,5,4,1,21,36,12,26,1
7,2,14,3,2,3,0,6,4,2,29,23,92,8,1
65,0,66,2,1,1,1,0,1,1,51,53,50,14,0
51,7,75,8,12,3,4,5,4,0,3,53,59,1,0
58,6,79,12,1,2,7,5,4,0,56,74,30,31,1
8,6,21,15,9,4,9,6,5,1,68,55,32,24,2
46,0,3,12,14,2,15,3,2,0,52,25,36,29,2
18,8,48,2,11,5,15,5,3,1,49,97,8,24,2
18,9,1,8,6,7,14,5,2,0,55,41,43,27,2
15,3,69,12,14,0,15,5,4,2,26,7,70,6,0
74,4,44,1,9,0,11,1,2,1,10,12,47,26,1
73,2,12,1,13,2,6,5,3,0,39,1,73,20,1
59,2,84,8,11,7,14,0,2,2,57,68,57,13,0
5,9,69,10,10,7,9,1,3,2,60,43,88,10,1
23,6,98,2,3,3,6,3,1,2,44,36,96,26,1
49,5,33,11,3,2,12,3,0,1,60,92,97,36,1
6,8,97,12,11,3,10,3,4,2,60,91,93,3,2
8,9,56,13,0,6,15,5,1,2,14,72,70,8,1
70,2,32,11,9,6,11,4,3,0,50,66,63,35,2
52,5,88,13,1,4,8,2,3,2,88,80,84,15,0
50,0,40,14,12,3,0,6,4,0,21,37,60,16,0
9,1,6,14,9,7,12,5,2,0,57,90,96,22,2
44,4,31,12,16,7,4,4,3,0,51,78,56,1,1
49,7,19,1,0,3,7,1,2,0,13,99,9,10,1
66,2,17,8,9,1,15,6,0,0,10,35,77,7,2
54,3,15,10,0,7,15,0,0,2,8,0,81,17,0
24,3,66,14,2,5,10,2,3,2,17,49,81,20,1
74,6,85,2,15,7,6,5,0,0,55,24,57,4,0
29,3,9,11,9,7,2,2,2,2,49,65,13,17,2
46,6,90,1,1,3,2,5,5,1,71,17,17,31,0
37,0,1,14,3,2,5,1,4,0,29,4,32,12,1
49,6,40,3,0,3,11,1,0,0,38,82,34,10,2
2,4,21,0,0,0,10,3,4,0,54,81,31,35,2
52,4,14,13,6,6,0,4,1,0,7,54,86,37,0
21,7,15,16,4,3,2,5,3,0,44,79,45,8,0
72,5,45,14,11,5,0,4,2,1,21,2,88,32,2
49,9,74,3,11,4,3,6,4,1,82,3,80,25,2
46,3,84,10,4,2,15,2,1,1,11,25,85,10,0
62,7,46,2,8,7,9,1,3,2,33,93,29,3,1
14,9,27,1,14,6,13,0,1,2,54,13,64,4,0
26,2,6,10,4,1,0,4,0,1,19,3,38,13,2
6,7,80,14,15,5,12,1,1,2,76,78,58,42,1
37,2,46,5,14,4,7,6,2,0,63,1,38,15,0
56,0,62,2,11,0,7,3,1,0,19,17,40,26,0
36,3,1,5,11,6,10,2,4,0,85,27,97,42,1
25,1,26,8,16,5,11,1,1,0,6,74,24,11,1
33,5,91,14,0,6,9,4,4,0,31,3,66,39,0
49,2,72,3,12,5,1,2,4,0,67,44,81,18,1
49,1,51,7,13,2,3,0,4,1,69,60,9,17,0
8,3,94,3,1,7,7,0,5,2,22,46,29,29,1
62,1,91,4,1,7,11,5,4,0,48,10,35,10,2
20,5,98,14,15,6,8,1,3,1,34,97,25,27,0
40,7,94,7,10,2,12,6,2,1,43,10,3,11,1
34,0,14,14,9,7,12,3,5,2,85,49,56,26,0
22,1,68,6,9,7,14,6,4,0,85,25,58,37,0
48,1,78,1,16,0,7,3,1,1,83,15,52,7,1
11,2,17,0,1,5,14,4,1,2,84,83,21,14,0
14,9,85,1,3,1,12,0,5,2,49,57,24,39,1
1,2,66,0,15,0,11,5,4,0,96,44,70,33,0
15,2,15,7,14,6,4,6,3,2,73,49,31,9,1
37,1,37,4,1,0,13,0,5,1,40,40,0,21,0
20,8,43,1,16,2,0,2,2,0,44,92,9,39,2
41,5,99,11,13,0,14,6,5,1,93,55,3,35,0
62,1,70,14,14,7,0,6,3,0,84,69,28,37,0
22,6,46,7,8,6,12,0,2,0,100,43,41,36,0
26,0,82,14,13,6,9,1,2,2,78,57,1,16,1
39,4,38,16,2,1,12,4,2,0,63,67,84,32,1
24,4,50,2,8,6,11,3,0,0,60,3,2,34,2
74,1,32,14,12,6,2,5,2,1,43,94,69,24,2
10,3,100,4,0,7,2,2,0,1,38,40,5,16,0
44,4,16,3,16,7,14,3,5,0,1,51,77,21,0
25,9,4,10,14,4,3,5,2,1,97,83,4,41,0
3,2,95,5,5,7,4,0,2,0,92,76,28,17,0
18,4,55,5,14,4,12,5,4,2,80,44,19,14,2
45,5,66,13,1,4,4,2,1,2,69,2,87,20,2
22,1,36,2,4,4,7,1,4,2,87,94,36,14,0
61,6,42,14,7,2,11,0,2,1,61,77,8,10,0
11,8,40,7,12,4,10,2,4,0,25,63,91,26,1
50,1,40,1,5,5,7,2,5,0,98,90,1,28,1
50,3,78,12,1,6,7,5,1,0,30,42,49,30,2
15,6,68,3,11,2,9,6,5,0,32,68,96,0,1
1,0,85,4,1,6,11,0,2,2,72,43,1,10,2
22,0,45,15,15,0,0,3,1,2,29,40,19,5,2
9,4,1,6,8,7,15,1,4,1,68,73,78,10,0
51,0,11,8,2,4,1,0,2,0,97,78,17,29,0
19,9,30,4,4,7,15,0,4,0,37,88,45,7,2
60,6,72,7,9,5,9,0,3,2,22,49,85,20,1
59,2,79,8,15,6,13,4,0,2,11,71,25,35,2
27,4,42,15,4,4,15,6,0,0,91,75,1,25,1
11,6,90,0,9,6,4,5,4,0,55,60,8,11,0
54,7,88,0,15,3,3,0,5,2,83,29,76,38,0
68,1,18,1,9,2,14,2,1,2,34,97,56,12,2
15,9,29,2,13,7,3,4,4,1,57,14,53,7,1
15,1,37,3,15,2,1,1,4,0,41,96,74,3,1
58,0,98,8,4,2,6,2,5,0,52,81,5,17,1
1,9,8,6,16,3,10,4,0,2,90,84,77,22,0
74,8,55,6,3,0,15,2,5,2,28,21,64,20,0
46,6,5,14,0,3,9,5,2,2,91,9,38,32,0
31,7,15,14,7,3,6,2,5,2,66,34,29,29,2
14,2,44,1,13,3,6,5,3,0,93,20,14,8,1
57,0,100,4,4,5,2,6,1,0,46,30,36,9,1
42,6,85,9,5,4,8,0,1,1,97,60,50,9,2
44,4,39,9,1,7,10,4,2,1,96,83,70,25,2
13,0,25,15,11,0,4,4,0,2,95,54,69,23,0
60,9,74,0,16,7,14,0,3,0,85,82,97,36,2
0,9,51,12,8,2,7,2,1,2,29,5,71,39,0
16,1,20,15,11,5,5,5,2,1,21,16,94,30,2
23,3,80,4,8,3,11,1,3,0,50,48,57,37,1
44,7,31,7,16,4,11,6,3,1,83,89,11,18,1
11,2,49,2,3,6,2,6,3,1,79,24,79,13,0
31,4,98,13,8,7,11,0,0,1,20,44,48,31,1
68,3,21,6,8,6,14,2,0,2,40,80,61,14,1
50,1,78,11,9,5,14,1,4,1,53,32,5,38,2
16,4,4,7,14,6,12,0,3,1,45,89,16,32,2
32,7,98,11,16,6,11,1,0,1,71,83,68,34,2
12,0,75,7,10,1,4,4,2,2,48,30,26,4,1
36,2,24,2,5,7,11,3,0,2,49,72,23,42,0
45,8,72,16,6,6,11,1,3,2,45,46,66,31,1
25,4,51,13,4,2,10,3,3,1,59,37,13,30,0
4,8,99,8,7,6,14,5,2,1,28,58,96,34,2
66,1,17,5,11,5,9,5,1,0,67,97,91,3,2
74,4,67,0,6,6,8,3,4,0,54,3,93,23,2
23,5,17,1,7,6,10,4,5,0,68,77,54,18,0
58,7,5,10,12,1,1,2,5,1,21,63,59,41,0
15,1,44,15,14,4,3,1,2,0,18,86,43,37,0
10,2,10,8,4,3,11,2,3,2,48,54,26,39,1
35,4,55,11,6,7,12,6,1,0,23,7,88,7,0
23,0,81,0,3,7,12,6,5,1,50,69,62,14,2
2,1,50,14,9,0,9,3,0,1,0,74,91,21,2
16,9,20,1,11,7,6,3,0,1,90,84,81,23,2
73,4,24,2,15,1,8,2,4,2,96,71,88,41,2
47,4,51,2,0,5,14,5,0,1,20,74,19,24,1
9,8,36,7,13,3,6,0,2,0,4,45,83,0,0
14,4,54,10,7,4,7,1,5,2,85,16,13,41,2
52,5,86,9,16,4,12,3,1,2,91,79,35,29,0
56,0,54,8,11,2,2,2,3,1,77,88,95,10,1
39,0,88,8,2,2,13,6,4,0,97,83,4,15,0
66,0,7,13,15,5,11,3,3,1,12,30,23,14,2
74,6,87,11,5,6,13,1,4,2,86,58,87,41,2
43,2,30,15,4,0,5,2,4,2,19,92,80,9,0
19,4,36,11,16,7,6,6,4,2,63,84,23,23,2
70,0,78,14,9,6,12,0,1,1,87,61,96,36,2
26,1,68,11,5,7,10,0,0,0,54,87,20,13,1
2,7,33,5,3,0,13,4,4,2,41,62,69,29,0
70,5,83,10,10,5,4,1,2,1,21,8,61,24,2
11,1,24,6,10,1,8,0,4,0,56,48,44,35,2
53,5,22,2,0,2,10,3,1,1,16,70,38,17,0
44,6,81,3,6,0,2,0,0,0,10,53,75,20,0
15,4,37,1,2,7,0,5,4,2,11,90,66,4,2
47,1,81,3,2,7,5,1,3,1,38,32,63,9,0
49,0,67,3,14,5,4,0,4,2,4,63,83,10,0
0,4,48,8,1,0,4,2,3,1,73,80,6,4,0
16,2,88,6,1,6,4,0,0,1,7,97,50,27,0
13,9,81,10,12,5,6,6,2,0,75,0,76,35,0
57,8,19,7,15,6,9,3,3,2,74,22,14,42,0
38,4,18,4,3,0,14,1,3,0,23,70,79,30,2
29,4,13,15,6,5,5,1,2,2,37,93,92,39,2
29,9,18,5,8,5,14,2,3,0,20,39,5,32,2
6,3,81,9,12,7,3,0,3,1,2,77,48,39,2
33,3,32,12,10,7,5,4,5,1,48,71,34,10,2
45,9,35,8,5,3,5,6,3,2,86,29,45,29,2
35,5,43,8,7,0,11,6,0,2,61,30,96,40,2
47,0,49,11,15,4,2,5,0,2,13,59,29,32,0
13,3,14,2,11,0,10,5,1,2,94,42,68,35,0
11,4,44,7,3,7,6,5,0,2,62,77,48,14,0
61,3,50,6,3,2,3,2,1,1,66,97,36,39,1
59,4,12,10,6,4,9,4,0,2,14,76,77,25,2
16,7,36,3,14,4,4,3,2,2,30,18,64,4,0
39,4,42,12,3,1,6,3,0,1,11,76,4,15,0
68,8,43,7,3,6,15,6,4,2,46,82,38,39,0
55,0,48,15,16,2,8,1,3,1,4,7,36,35,2
70,0,80,10,14,1,2,6,4,0,42,82,60,13,0
54,1,91,9,0,7,13,0,2,2,46,35,35,5,1
22,9,23,15,15,6,14,4,2,1,66,28,22,3,0
6,7,31,9,11,3,7,3,3,1,68,45,72,30,1
71,0,79,2,13,7,7,6,1,2,25,46,46,6,2
61,3,66,9,13,3,2,6,1,1,21,50,72,33,2
71,8,64,3,12,7,7,6,1,2,45,49,96,39,0
20,1,9,11,9,0,11,2,2,0,26,47,71,30,1
31,4,77,5,8,1,12,0,0,1,32,8,46,26,1
65,6,50,8,8,5,0,2,2,0,1,64,6,40,0
11,2,11,8,9,7,1,1,1,2,16,6,97,31,2
43,6,24,13,12,5,4,0,1,1,68,25,74,16,1
64,5,87,11,9,0,13,0,1,0,1,43,55,36,0
49,3,6,12,13,6,12,2,3,2,7,53,96,28,0
1,6,11,2,10,6,13,5,4,2,10,28,76,14,1
32,3,22,12,10,1,4,2,3,2,76,13,64,21,2
4,3,36,4,10,0,4,1,3,1,35,77,25,9,1
18,0,29,8,4,2,14,2,3,0,63,97,18,30,0
46,5,10,14,7,4,2,1,1,0,9,94,57,3,1
52,6,55,15,0,3,14,6,5,0,41,22,28,30,2
54,7,34,12,10,3,7,0,3,0,3,69,68,27,1
12,9,94,16,15,4,5,1,5,0,58,40,90,25,2
33,7,48,10,12,1,14,0,2,0,5,75,55,27,0
35,4,54,7,3,4,4,3,3,0,91,28,86,30,0
10,7,75,9,3,6,4,0,1,0,9,51,75,6,0
39,3,10,4,14,5,12,2,3,1,40,74,20,7,1
54,7,31,14,9,3,1,3,4,0,93,7,80,39,2
14,8,38,15,12,2,9,3,0,0,17,40,69,23,0
26,1,80,7,1,0,3,0,5,0,0,78,75,30,0
47,9,49,0,2,0,13,6,5,2,76,6,14,17,2
45,5,76,1,6,7,0,2,0,0,87,19,79,22,1
15,6,47,5,2,0,5,6,0,0,42,96,64,21,2
60,0,39,7,14,1,8,6,1,1,90,12,68,38,2
5,0,45,7,12,3,13,3,5,0,9,53,51,6,2
62,7,68,10,14,2,0,1,5,0,41,11,86,16,2
2,8,1,9,16,3,12,5,1,0,7,8,50,27,2
61,3,35,5,13,5,2,6,2,1,78,62,52,20,0
3,2,94,2,10,1,10,0,1,0,50,0,86,20,1
41,9,23,7,0,6,15,0,1,1,63,45,12,9,0
1,0,56,14,14,4,3,6,5,1,88,24,67,4,1
1,3,58,4,11,5,6,4,5,2,81,72,59,40,1
45,3,71,2,9,0,3,0,2,0,96,67,48,11,2
25,4,40,13,0,4,7,3,2,2,64,66,36,2,1
27,8,30,7,15,4,3,5,2,2,93,81,93,5,2
12,1,1,13,11,6,2,4,3,0,88,61,18,10,2
44,6,58,6,12,2,1,0,3,1,86,98,5,14,1
22,6,73,1,16,7,5,2,5,0,54,25,77,41,1
15,7,49,12,6,4,6,1,1,2,11,62,21,36,0
31,2,69,13,4,5,3,5,0,1,91,14,85,41,1
14,5,36,3,2,7,2,2,3,2,73,1,98,0,1
37,3,76,5,7,4,4,0,4,1,20,52,8,20,2
69,2,93,16,12,2,14,0,3,2,22,4,44,42,1
26,3,27,15,6,1,11,2,0,1,47,68,1,38,2
56,5,84,4,4,5,14,4,5,2,91,61,45,0,1
66,1,51,3,16,1,14,6,0,2,51,5,29,5,1
38,5,78,11,5,0,13,0,4,0,29,16,27,33,2
49,4,63,7,3,6,14,4,3,1,6,34,87,6,0
9,3,20,7,3,7,5,6,2,0,8,79,11,18,1
54,5,40,2,4,1,6,3,5,0,6,47,66,21,0
21,7,36,16,10,4,8,6,2,2,46,66,97,31,1
51,7,38,5,3,3,10,4,5,0,58,41,24,32,2
62,3,100,2,10,6,0,0,0,0,36,16,44,11,0
63,3,58,11,12,2,5,5,5,0,80,24,53,9,1
52,8,2,13,6,2,15,4,4,1,7,17,96,7,0
6,0,76,8,7,3,15,6,3,1,37,49,34,25,1
52,3,11,8,4,1,7,4,1,1,63,97,72,11,2
53,1,74,10,12,2,5,1,4,2,65,90,63,18,0
4,2,16,8,12,6,6,1,0,2,48,90,1,0,1
54,1,1,1,0,4,13,4,2,1,8,4,88,14,1
71,8,97,4,15,6,13,5,3,0,57,7,17,27,1
74,7,16,16,16,2,11,6,0,1,62,33,91,30,2
55,9,78,3,14,5,12,2,1,0,34,48,92,15,2
21,6,58,6,9,5,1,6,0,2,31,45,84,27,2
33,1,3,10,10,6,11,0,1,1,79,57,25,20,1
64,7,86,2,11,5,0,0,2,2,11,46,31,15,2
23,2,31,13,14,2,3,1,4,2,99,50,91,37,1
14,0,7,16,4,7,14,5,0,0,92,14,20,41,1
62,1,68,16,8,4,0,6,0,0,36,36,68,36,2
31,0,37,3,16,5,15,6,2,0,29,17,98,4,2
35,1,37,8,7,4,9,3,4,1,72,7,17,11,1
49,8,66,4,0,2,5,5,1,2,1,76,20,29,2
74,7,88,7,11,1,14,1,0,0,42,52,36,14,2
41,9,39,11,4,5,14,2,0,2,22,16,94,41,2
25,6,29,6,2,2,8,5,2,1,76,70,29,5,1
63,2,80,7,14,3,13,6,4,1,56,54,24,28,0
43,6,63,3,14,7,3,3,0,1,62,9,92,16,2
48,8,66,9,13,5,12,4,3,2,45,1,93,15,2
1,7,76,11,5,6,13,2,0,0,38,97,71,6,2
55,7,66,14,8,7,3,3,5,0,52,84,4,6,2
7,4,84,7,11,6,3,1,2,0,70,93,47,26,0
40,7,20,15,7,5,12,2,5,1,52,10,14,5,1
25,6,60,14,16,6,15,4,5,2,15,30,40,28,2
67,4,20,12,13,2,7,1,0,2,48,58,87,30,1
16,8,85,8,16,1,14,1,3,0,37,22,65,28,2
62,9,82,1,10,6,0,1,0,2,45,35,87,32,2
26,1,100,15,4,4,1,0,4,1,83,64,42,36,0
50,7,16,13,11,6,2,0,1,1,0,89,91,37,1
59,9,44,12,10,6,3,3,3,1,60,73,5,20,1
47,1,62,6,1,4,8,0,4,0,78,81,39,9,0
11,4,39,12,11,3,0,1,5,0,93,59,63,30,1
13,5,94,11,2,7,1,1,2,2,73,86,35,5,0
29,2,39,16,3,4,13,2,3,1,49,86,92,5,0
39,5,87,8,2,3,5,3,2,1,82,27,87,32,0
1,7,45,5,1,2,3,6,3,1,29,57,49,20,2
65,7,8,1,8,1,3,4,4,2,34,26,5,21,0
64,7,33,15,14,3,12,2,5,2,52,89,2,31,2
11,1,95,11,3,1,10,0,0,2,43,35,99,3,0
42,7,10,12,5,7,2,5,4,1,76,30,40,15,0
13,1,63,14,8,0,5,4,4,1,6,55,49,2,1
24,6,95,2,14,0,9,0,3,1,59,35,52,38,0
26,7,34,5,6,0,12,1,4,0,100,52,80,25,2
48,6,68,14,9,4,13,3,1,1,40,19,62,22,0
34,8,75,13,15,2,7,5,2,1,92,44,77,15,2
35,0,43,11,12,2,10,3,0,2,23,92,49,22,2
23,4,54,2,3,5,9,6,2,0,2,63,19,38,1
3,2,94,10,1,5,11,3,0,1,64,0,84,7,1
73,1,10,12,6,1,14,0,4,1,47,65,29,8,0
60,5,36,8,14,4,6,4,3,2,93,38,54,38,0
69,8,56,10,7,3,2,3,2,1,87,24,80,10,2
12,6,13,16,5,4,13,2,0,2,36,10,5,27,1
46,3,64,4,4,0,12,4,3,1,99,22,90,20,0
50,1,64,6,0,5,14,0,0,2,21,53,52,37,2
6,4,64,12,16,6,13,0,3,2,10,20,12,35,1
1,2,60,13,8,3,1,6,2,1,64,90,2,26,1
4,3,9,5,14,5,5,1,3,0,31,13,35,11,2
28,0,5,6,12,5,2,3,1,1,91,18,98,15,0
54,4,95,5,16,5,9,0,0,1,83,54,10,30,1
71,3,48,10,5,0,6,3,4,0,15,58,28,13,1
57,0,96,4,1,1,11,2,1,2,31,53,20,17,0
58,1,12,10,6,3,3,4,3,1,73,38,72,3,2
72,1,8,14,4,7,2,1,1,0,91,35,11,21,2
37,8,88,14,16,4,14,2,1,0,12,35,45,34,0
10,0,50,13,0,3,3,4,1,1,75,23,94,28,2
21,1,71,3,6,0,10,4,4,1,29,85,20,23,0
2,3,48,9,14,2,11,1,1,0,14,24,93,15,2
69,8,88,2,10,6,4,6,3,2,38,43,92,1,1
32,8,67,6,3,2,6,2,0,2,28,39,80,20,2
30,5,3,7,8,2,6,0,5,2,2,43,90,28,0
32,9,10,14,4,5,2,1,2,1,45,16,29,17,1
51,2,23,4,0,4,8,6,1,1,55,0,83,15,0
30,4,33,16,5,7,14,2,2,2,21,30,68,39,0
23,6,87,7,1,2,0,5,0,1,55,83,74,42,0
14,9,15,9,8,5,0,5,5,1,18,47,86,41,1
20,7,44,8,15,5,2,6,5,1,24,87,91,23,0
2,9,70,0,4,6,1,0,3,1,12,96,79,20,0
49,8,64,15,16,7,9,3,4,2,99,65,78,8,2
47,7,55,12,16,6,0,3,0,2,20,49,2,12,2
31,8,67,15,9,3,8,5,1,0,69,66,21,25,0
66,8,66,15,10,2,2,6,4,0,72,95,79,10,0
14,1,35,8,10,5,9,3,2,0,90,13,12,3,1
18,8,16,4,2,4,12,6,5,2,16,38,51,42,2
25,5,30,0,6,7,12,6,5,1,81,11,56,21,0
60,3,87,16,4,3,13,4,0,1,89,22,12,41,0
42,5,77,9,4,5,13,5,5,2,96,7,88,31,2
39,0,22,8,2,3,6,2,0,1,95,60,60,6,2
10,3,43,15,10,0,7,6,5,0,43,33,36,32,1
18,0,88,3,13,6,1,6,4,2,12,40,63,25,0
54,2,17,14,14,3,1,1,3,2,2,35,73,30,2
70,8,85,8,16,1,3,6,2,2,44,5,32,9,2
48,3,29,4,7,3,1,4,2,1,46,98,43,25,1
10,1,64,10,9,3,2,3,3,0,82,100,71,10,1
51,1,56,14,11,4,12,5,1,0,2,68,31,39,2
12,0,29,12,8,1,5,5,4,2,92,73,59,23,1
60,9,68,13,4,3,3,3,1,0,47,72,37,33,1
21,7,67,14,14,6,9,1,3,1,64,89,22,33,2
51,5,53,7,11,0,2,0,0,0,59,71,17,38,0
39,9,89,9,15,2,15,4,4,1,97,52,51,1,0
46,0,75,6,3,1,5,4,0,1,80,5,28,9,2
0,4,83,14,8,0,1,3,5,0,35,63,27,21,2
26,4,42,16,9,1,8,6,1,0,8,81,27,13,0
61,0,95,13,0,3,8,1,5,0,42,43,73,36,2
74,5,34,4,5,6,13,2,4,2,74,69,50,5,0
74,9,46,1,0,2,0,4,4,1,65,8,36,22,1
26,2,22,4,13,2,2,4,2,0,8,14,90,20,0
52,0,61,7,16,7,10,6,1,0,72,93,86,23,2
25,6,65,10,15,2,4,3,4,1,20,17,4,24,1
18,5,7,12,16,6,5,3,2,0,77,64,53,14,0
29,0,58,11,11,2,12,4,3,2,69,93,65,5,2
52,9,0,2,16,3,13,3,5,2,86,79,24,9,1
20,9,90,0,8,4,4,5,0,1,12,7,81,15,0
49,2,49,10,6,2,0,2,3,0,90,17,25,32,0
44,3,65,7,13,5,4,2,5,2,35,63,78,39,2
65,8,95,7,2,7,15,4,2,0,97,10,30,34,0
67,9,69,2,3,5,3,5,4,0,91,3,10,16,2
54,8,33,15,7,3,5,2,0,1,56,49,31,34,2
32,4,68,16,6,4,7,3,1,1,4,53,81,19,2
13,0,70,13,14,5,2,3,0,1,53,0,35,17,1
45,6,24,5,5,2,3,0,3,1,9,53,57,17,0
12,8,85,10,14,7,6,0,4,0,0,60,16,5,1
6,6,0,14,1,3,13,5,5,0,57,29,37,2,1
27,3,76,0,0,5,0,3,4,1,5,72,83,27,2
11,0,15,3,4,7,3,0,5,2,55,22,7,42,1
34,6,72,8,9,1,13,3,5,1,24,50,58,22,1
4,1,21,8,4,3,2,2,1,2,31,87,12,34,1
